date,gold_price,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price_after_1_day
2019-07-29,1424.3,98.04,56.87,2.063,2.4,1.77,1435.8
2019-07-30,1435.8,98.05,58.05,2.06,2.39,1.78,1431.8
2019-07-31,1431.8,98.52,58.58,2.007,2.4,1.76,1426.5
2019-08-01,1426.5,98.37,53.95,1.902,2.14,1.7,1451.6
2019-08-02,1451.6,98.07,55.66,1.843,2.14,1.66,1470.6
2019-08-05,1470.6,97.52,54.69,1.718,2.13,1.6,1478.3
2019-08-06,1478.3,97.63,53.63,1.716,2.13,1.62,1513.2
2019-08-07,1513.2,97.54,51.09,1.721,2.12,1.62,1503.1
2019-08-08,1503.1,97.62,52.54,1.719,2.12,1.65,1502.0
2019-08-09,1502.0,97.49,54.5,1.745,2.12,1.66,1510.9
2019-08-12,1510.9,97.38,54.93,1.64,2.12,1.61,1507.9
2019-08-13,1507.9,97.81,57.1,1.702,2.12,1.63,1521.6
2019-08-14,1521.6,97.99,55.23,1.583,2.12,1.57,1525.1
2019-08-15,1525.1,98.14,54.47,1.502,2.13,1.54,1517.5
2019-08-16,1517.5,98.14,54.87,1.562,2.13,1.54,1505.5
2019-08-19,1505.5,98.35,56.21,1.608,2.13,1.56,1509.7
2019-08-20,1509.7,98.19,56.34,1.552,2.13,1.53,1509.6
2019-08-21,1509.6,98.3,55.68,1.591,2.12,1.54,1502.3
2019-08-22,1502.3,98.17,55.35,1.613,2.12,1.55,1531.4
2019-08-23,1531.4,97.64,54.17,1.533,2.12,1.54,1530.9
2019-08-26,1530.9,98.08,53.64,1.538,2.12,1.54,1545.6
2019-08-27,1545.6,98.0,54.93,1.474,2.12,1.55,1542.8
2019-08-28,1542.8,98.21,55.78,1.468,2.12,1.55,1533.7
2019-08-29,1533.7,98.51,56.71,1.496,2.12,1.59,1526.2
2019-08-30,1526.2,98.92,55.1,1.499,2.13,1.55,1555.9
2019-09-03,1552.8,99.0,53.94,1.462,2.13,1.5,1557.2
2019-09-04,1557.2,98.45,56.26,1.471,2.13,1.51,1522.5
2019-09-05,1522.5,98.41,56.3,1.565,2.13,1.56,1512.4
2019-09-06,1512.4,98.39,56.52,1.56,2.12,1.54,1508.1
2019-09-09,1508.1,98.28,57.85,1.647,2.13,1.57,1496.4
2019-09-10,1496.4,98.33,57.4,1.744,2.13,1.6,1500.5
2019-09-11,1500.5,98.64,55.75,1.745,2.13,1.6,1504.8
2019-09-12,1504.8,98.31,55.09,1.778,2.13,1.63,1496.8
2019-09-13,1496.8,98.26,54.85,1.901,2.14,1.67,1508.7
2019-09-16,1508.7,98.61,62.9,1.843,2.25,1.67,1510.8
2019-09-17,1510.8,98.26,59.34,1.81,2.3,1.66,1513.0
2019-09-18,1513.0,98.56,58.11,1.8,2.25,1.59,1503.4
2019-09-19,1503.4,98.27,58.13,1.787,1.9,1.61,1512.0
2019-09-20,1512.0,98.51,58.09,1.722,1.9,1.61,1527.8
2019-09-23,1527.8,98.6,58.64,1.723,1.9,1.61,1536.6
2019-09-24,1536.6,98.34,57.29,1.652,1.9,1.58,1508.9
2019-09-25,1508.9,99.04,56.49,1.737,1.9,1.6,1511.7
2019-09-26,1511.7,99.13,56.41,1.697,1.85,1.57,1506.4
2019-09-27,1506.4,99.11,55.91,1.687,1.83,1.53,1472.9
2019-09-30,1472.9,99.38,54.07,1.668,1.9,1.53,1489.0
2019-10-01,1489.0,99.13,53.62,1.635,1.88,1.52,1507.9
2019-10-02,1507.9,99.02,52.64,1.601,1.85,1.5,1513.8
2019-10-03,1513.8,98.86,52.45,1.534,1.83,1.48,1512.9
2019-10-04,1512.9,98.81,52.81,1.529,1.82,1.5,1504.4
2019-10-07,1504.4,98.97,52.75,1.565,1.82,1.51,1503.9
2019-10-08,1503.9,99.13,52.63,1.532,1.82,1.48,1512.8
2019-10-09,1512.8,99.12,52.59,1.587,1.82,1.49,1500.9
2019-10-10,1500.9,98.7,53.55,1.67,1.82,1.52,1488.7
2019-10-11,1488.7,98.3,54.7,1.734,1.82,1.56,1497.6
2019-10-15,1483.5,98.29,52.81,1.771,1.9,1.56,1494.0
2019-10-16,1494.0,98.0,53.36,1.745,1.9,1.57,1498.3
2019-10-17,1498.3,97.61,53.93,1.75,1.85,1.59,1494.1
2019-10-18,1494.1,97.28,53.78,1.754,1.85,1.6,1488.1
2019-10-21,1488.1,97.33,53.31,1.803,1.85,1.61,1487.5
2019-10-22,1487.5,97.53,54.16,1.768,1.85,1.61,1495.7
2019-10-23,1495.7,97.49,55.97,1.768,1.85,1.61,1504.7
2019-10-24,1504.7,97.63,56.23,1.771,1.85,1.62,1505.3
2019-10-25,1505.3,97.83,56.66,1.799,1.83,1.65,1495.8
2019-10-28,1495.8,97.76,55.81,1.845,1.83,1.64,1490.7
2019-10-29,1490.7,97.69,55.54,1.837,1.82,1.61,1500.2
2019-10-30,1500.2,97.65,55.06,1.775,1.82,1.57,1518.3
2019-10-31,1518.3,97.35,54.18,1.688,1.58,1.54,1514.9
2019-11-01,1514.9,97.24,56.2,1.714,1.57,1.59,1514.7
2019-11-04,1514.7,97.5,56.54,1.781,1.56,1.64,1487.6
2019-11-05,1487.6,97.98,57.23,1.857,1.56,1.68,1496.8
2019-11-06,1496.8,97.95,56.35,1.83,1.55,1.66,1469.9
2019-11-07,1469.9,98.14,57.15,1.929,1.55,1.69,1466.4
2019-11-08,1466.4,98.35,57.24,1.945,1.55,1.71,1460.6
2019-11-12,1457.2,98.31,56.8,1.928,1.55,1.7,1466.8
2019-11-13,1466.8,98.37,57.12,1.891,1.55,1.66,1476.9
2019-11-14,1476.9,98.16,56.77,1.822,1.55,1.62,1472.0
2019-11-15,1472.0,98.0,57.72,1.836,1.55,1.63,1475.4
2019-11-18,1475.4,97.79,57.05,1.815,1.55,1.63,1477.8
2019-11-19,1477.8,97.86,55.21,1.786,1.55,1.63,1477.5
2019-11-20,1477.5,97.93,57.11,1.747,1.55,1.6,1467.1
2019-11-21,1467.1,97.99,58.58,1.776,1.55,1.63,1467.3
2019-11-22,1467.3,98.27,57.77,1.771,1.55,1.62,1460.5
2019-11-25,1460.5,98.32,58.01,1.752,1.55,1.62,1464.4
2019-11-26,1464.4,98.25,58.41,1.741,1.55,1.62,1460.8
2019-11-27,1460.8,98.37,58.11,1.767,1.55,1.63,1472.7
2019-11-29,1472.7,98.27,55.17,1.774,1.56,1.61,1469.2
2019-12-02,1469.2,97.86,55.96,1.822,1.56,1.65,1484.4
2019-12-03,1484.4,97.74,56.1,1.717,1.55,1.63,1480.2
2019-12-04,1480.2,97.65,58.43,1.778,1.55,1.66,1483.1
2019-12-05,1483.1,97.41,58.43,1.809,1.55,1.67,1465.1
2019-12-06,1465.1,97.7,59.2,1.843,1.55,1.69,1464.9
2019-12-09,1464.9,97.64,59.02,1.821,1.55,1.69,1468.1
2019-12-10,1468.1,97.41,59.24,1.842,1.55,1.71,1475.0
2019-12-11,1475.0,97.08,58.76,1.793,1.55,1.69,1472.3
2019-12-12,1472.3,97.4,59.18,1.896,1.55,1.72,1481.2
2019-12-13,1481.2,97.17,60.07,1.824,1.55,1.7,1480.5
2019-12-16,1480.5,97.02,60.21,1.873,1.56,1.73,1480.6
2019-12-17,1480.6,97.22,60.94,1.875,1.55,1.75,1478.7
2019-12-18,1478.7,97.4,60.93,1.922,1.55,1.76,1484.4
2019-12-19,1484.4,97.38,61.22,1.922,1.55,1.77,1480.9
2019-12-20,1480.9,97.69,60.44,1.919,1.55,1.77,1488.7
2019-12-23,1488.7,97.66,60.52,1.928,1.55,1.75,1504.8
2019-12-24,1504.8,97.65,61.11,1.903,1.55,1.75,1511.4499999999998
2019-12-26,1514.4,97.53,61.68,1.894,1.55,1.74,1518.1
2019-12-27,1518.1,96.92,61.72,1.877,1.55,1.73,1521.6
2019-12-30,1521.6,96.74,61.68,1.886,1.55,1.75,1526.5
2019-12-31,1526.5,96.39,61.06,1.919,1.55,1.77,1541.0
2020-01-02,1531.4,96.85,61.18,1.877,1.55,1.8,1555.5
2020-01-03,1555.5,96.84,63.05,1.793,1.55,1.77,1572.0
2020-01-06,1572.0,96.67,63.27,1.809,1.55,1.75,1577.6
2020-01-07,1577.6,97.0,62.7,1.811,1.55,1.74,1563.8
2020-01-08,1563.8,97.3,59.61,1.874,1.55,1.75,1557.8
2020-01-09,1557.8,97.45,59.56,1.855,1.55,1.74,1563.6
2020-01-10,1563.6,97.36,59.04,1.82,1.54,1.76,1553.7
2020-01-13,1553.7,97.34,58.08,1.848,1.54,1.77,1548.0
2020-01-14,1548.0,97.37,58.23,1.813,1.54,1.77,1557.2
2020-01-15,1557.2,97.23,57.81,1.786,1.54,1.75,1553.7
2020-01-16,1553.7,97.32,58.52,1.809,1.54,1.74,1563.6
2020-01-17,1563.6,97.64,58.54,1.825,1.55,1.75,1557.9
2020-01-21,1560.8,97.53,58.34,1.774,1.55,1.74,1560.0
2020-01-22,1560.0,97.53,56.74,1.769,1.55,1.72,1568.8
2020-01-23,1568.8,97.69,55.59,1.731,1.55,1.7,1575.2
2020-01-24,1575.2,97.85,54.19,1.686,1.55,1.68,1580.6
2020-01-27,1580.6,97.96,53.14,1.613,1.55,1.63,1572.8
2020-01-28,1572.8,98.02,53.48,1.661,1.55,1.65,1573.5
2020-01-29,1573.5,97.99,53.33,1.581,1.55,1.64,1589.2
2020-01-30,1589.2,97.87,52.14,1.591,1.6,1.64,1587.9
2020-01-31,1587.9,97.39,51.56,1.505,1.59,1.65,1582.4
2020-02-03,1582.4,97.8,50.11,1.526,1.59,1.63,1555.5
2020-02-04,1555.5,97.96,49.61,1.603,1.59,1.64,1562.8
2020-02-05,1562.8,98.3,50.75,1.649,1.59,1.66,1570.0
2020-02-06,1570.0,98.5,50.95,1.644,1.59,1.67,1573.4
2020-02-07,1573.4,98.68,50.32,1.582,1.58,1.66,1579.5
2020-02-10,1579.5,98.83,49.57,1.563,1.58,1.66,1570.1
2020-02-11,1570.1,98.72,49.94,1.602,1.58,1.65,1571.6
2020-02-12,1571.6,99.05,51.17,1.637,1.58,1.66,1578.8
2020-02-13,1578.8,99.07,51.42,1.619,1.58,1.67,1586.4
2020-02-14,1586.4,99.12,52.05,1.588,1.58,1.66,1603.6
2020-02-18,1603.6,99.44,52.05,1.559,1.59,1.65,1611.8
2020-02-19,1611.8,99.71,53.29,1.568,1.59,1.65,1620.5
2020-02-20,1620.5,99.86,53.78,1.519,1.59,1.63,1648.8
2020-02-21,1648.8,99.26,53.38,1.473,1.58,1.61,1676.6
2020-02-24,1676.6,99.36,51.43,1.37,1.58,1.59,1650.0
2020-02-25,1650.0,98.97,49.9,1.355,1.58,1.53,1643.1
2020-02-26,1643.1,99.0,48.73,1.335,1.58,1.54,1645.3
2020-02-27,1645.3,98.51,47.09,1.274,1.58,1.53,1569.3
2020-02-28,1569.3,98.13,44.76,1.163,1.58,1.41,1597.1
2020-03-02,1597.1,97.36,46.75,1.152,1.59,1.41,1646.6
2020-03-03,1646.6,97.15,47.18,0.999,1.59,1.45,1645.2
2020-03-04,1645.2,97.34,46.78,1.055,1.09,1.46,1670.0
2020-03-05,1670.0,96.82,45.9,0.917,1.09,1.4,1674.3
2020-03-06,1674.3,95.95,41.28,0.773,1.09,1.31,1677.4
2020-03-09,1677.4,94.89,31.13,0.559,1.09,0.99,1662.0
2020-03-10,1662.0,96.41,34.36,0.8,1.09,1.0,1644.1
2020-03-11,1644.1,96.51,32.98,0.877,1.09,0.96,1592.1
2020-03-12,1592.1,97.47,31.5,0.812,1.1,0.92,1518.2
2020-03-13,1518.2,98.75,31.73,0.983,1.1,0.9,1487.6
2020-03-16,1487.6,98.07,28.7,0.74,0.25,0.73,1527.2
2020-03-17,1527.2,99.57,26.95,1.069,0.25,0.63,1479.4
2020-03-18,1479.4,101.16,20.37,1.183,0.25,0.63,1481.3
2020-03-19,1481.3,102.75,25.22,1.158,0.2,0.5,1486.5
2020-03-20,1486.5,102.82,22.43,0.885,0.15,0.75,1570.2
2020-03-23,1570.2,102.49,23.36,0.763,0.15,0.8,1664.0
2020-03-24,1664.0,102.04,24.01,0.858,0.12,0.97,1636.6
2020-03-25,1636.6,101.05,24.49,0.869,0.1,1.07,1656.0
2020-03-26,1656.0,99.35,22.6,0.848,0.1,1.07,1641.3
2020-03-27,1641.3,98.36,21.51,0.676,0.1,0.94,1643.2
2020-03-30,1643.2,99.18,20.09,0.726,0.09,0.95,1596.6
2020-03-31,1596.6,99.05,20.48,0.668,0.08,0.87,1591.4
2020-04-01,1591.4,99.67,20.31,0.602,0.06,0.91,1637.7
2020-04-02,1637.7,100.18,25.32,0.611,0.05,1.03,1645.7
2020-04-03,1645.7,100.58,28.34,0.599,0.05,1.08,1693.9
2020-04-06,1693.9,100.68,26.08,0.678,0.05,1.14,1683.7
2020-04-07,1683.7,99.9,23.63,0.726,0.05,1.17,1684.3
2020-04-08,1684.3,100.12,25.09,0.771,0.05,1.19,1752.8
2020-04-09,1752.8,99.52,22.76,0.729,0.05,1.23,1760.85
2020-04-13,1761.4,99.35,22.41,0.77,0.05,1.26,1768.9
2020-04-14,1768.9,98.89,20.11,0.75,0.05,1.29,1740.2
2020-04-15,1740.2,99.46,19.87,0.635,0.05,1.19,1731.7
2020-04-16,1731.7,100.03,19.87,0.617,0.05,1.03,1698.8
2020-04-17,1698.8,99.78,18.27,0.642,0.05,1.01,1711.2
2020-04-20,1711.2,99.96,-37.63,0.616,0.05,0.94,1687.8
2020-04-21,1687.8,100.26,10.01,0.566,0.05,0.96,1738.3
2020-04-22,1738.3,100.39,13.78,0.618,0.05,1.06,1745.4
2020-04-23,1745.4,100.43,16.5,0.603,0.04,1.05,1735.6
2020-04-24,1735.6,100.38,16.94,0.605,0.05,1.11,1723.8
2020-04-27,1723.8,100.04,12.78,0.664,0.04,1.17,1722.2
2020-04-28,1722.2,99.86,12.34,0.616,0.04,1.14,1716.3
2020-04-29,1716.3,99.57,15.06,0.628,0.04,1.14,1697.1
2020-04-30,1697.1,99.02,18.84,0.646,0.05,1.07,1704.4
2020-05-01,1704.4,99.08,19.78,0.618,0.05,1.06,1717.2
2020-05-04,1717.2,99.48,20.39,0.631,0.05,1.07,1715.0
2020-05-05,1715.0,99.71,24.56,0.662,0.05,1.1,1692.7
2020-05-06,1692.7,100.09,23.99,0.709,0.05,1.1,1730.0
2020-05-07,1730.0,99.89,23.55,0.639,0.05,1.08,1719.3
2020-05-08,1719.3,99.73,24.74,0.685,0.05,1.12,1704.6
2020-05-11,1704.6,100.24,24.14,0.707,0.05,1.13,1713.4
2020-05-12,1713.4,99.93,25.78,0.667,0.05,1.09,1721.6
2020-05-13,1721.6,100.24,25.29,0.654,0.05,1.07,1746.1
2020-05-14,1746.1,100.47,27.56,0.617,0.05,1.06,1761.5
2020-05-15,1761.5,100.4,29.43,0.644,0.05,1.09,1739.6
2020-05-18,1739.6,99.67,31.82,0.726,0.05,1.17,1751.6
2020-05-19,1751.6,99.37,32.5,0.692,0.05,1.15,1758.7
2020-05-20,1758.7,99.12,33.49,0.69,0.05,1.16,1729.2
2020-05-21,1729.2,99.37,33.92,0.68,0.05,1.14,1744.3
2020-05-22,1744.3,99.86,33.25,0.657,0.05,1.12,1705.6
2020-05-26,1717.3,98.91,34.35,0.695,0.05,1.13,1719.1
2020-05-27,1719.1,99.06,32.81,0.695,0.05,1.14,1728.3
2020-05-28,1728.3,98.38,33.71,0.697,0.05,1.18,1751.7
2020-05-29,1751.7,98.34,35.49,0.653,0.05,1.15,1750.3
2020-06-01,1750.3,97.83,35.44,0.667,0.05,1.18,1734.0
2020-06-02,1734.0,97.67,36.81,0.687,0.06,1.18,1704.8
2020-06-03,1704.8,97.28,37.29,0.746,0.06,1.21,1727.4
2020-06-04,1727.4,96.68,37.41,0.825,0.06,1.22,1683.0
2020-06-05,1683.0,96.94,39.55,0.893,0.07,1.27,1705.1
2020-06-08,1705.1,96.62,38.19,0.878,0.07,1.28,1721.9
2020-06-09,1721.9,96.32,38.94,0.824,0.07,1.26,1720.7
2020-06-10,1720.7,95.96,39.6,0.736,0.08,1.27,1739.8
2020-06-11,1739.8,96.73,36.34,0.666,0.08,1.21,1737.3
2020-06-12,1737.3,97.32,36.26,0.71,0.08,1.21,1727.2
2020-06-15,1727.2,96.71,37.12,0.72,0.09,1.23,1736.5
2020-06-16,1736.5,96.96,38.38,0.741,0.09,1.27,1735.6
2020-06-17,1735.6,97.16,37.96,0.733,0.09,1.26,1731.1
2020-06-18,1731.1,97.42,38.84,0.707,0.09,1.28,1753.0
2020-06-19,1753.0,97.62,39.75,0.694,0.09,1.3,1766.4
2020-06-22,1766.4,97.04,40.46,0.71,0.08,1.34,1782.0
2020-06-23,1782.0,96.65,40.37,0.715,0.08,1.38,1775.1
2020-06-24,1775.1,97.15,38.01,0.679,0.08,1.33,1770.6
2020-06-25,1770.6,97.43,38.72,0.682,0.08,1.33,1780.3
2020-06-26,1780.3,97.43,38.49,0.64,0.08,1.32,1785.9
2020-06-29,1785.9,97.54,39.7,0.627,0.08,1.34,1805.2
2020-06-30,1805.2,97.39,39.27,0.658,0.08,1.34,1785.9
2020-07-01,1785.9,97.2,39.82,0.676,0.08,1.37,1795.8
2020-07-02,1795.8,97.32,40.65,0.669,0.09,1.41,1793.5
2020-07-06,1799.0,96.72,40.63,0.678,0.09,1.45,1815.8
2020-07-07,1815.8,96.88,40.62,0.64,0.09,1.43,1826.5
2020-07-08,1826.5,96.43,40.9,0.666,0.09,1.42,1810.7
2020-07-09,1810.7,96.7,39.62,0.613,0.09,1.39,1808.6
2020-07-10,1808.6,96.65,40.55,0.643,0.09,1.41,1820.8
2020-07-13,1820.8,96.46,40.1,0.618,0.09,1.42,1819.8
2020-07-14,1819.8,96.26,40.29,0.625,0.09,1.41,1820.5
2020-07-15,1820.5,96.08,41.2,0.633,0.1,1.41,1806.3
2020-07-16,1806.3,96.35,40.75,0.618,0.1,1.41,1816.0
2020-07-17,1816.0,95.94,40.59,0.623,0.09,1.46,1822.2
2020-07-20,1822.2,95.83,40.81,0.613,0.1,1.46,1848.7
2020-07-21,1848.7,95.12,41.96,0.605,0.1,1.48,1869.9
2020-07-22,1869.9,94.99,41.9,0.6,0.09,1.48,1894.8
2020-07-23,1894.8,94.69,41.07,0.577,0.09,1.49,1902.5
2020-07-24,1902.5,94.43,41.29,0.587,0.09,1.51,1936.2
2020-07-27,1936.2,93.67,41.6,0.615,0.1,1.52,1949.9
2020-07-28,1949.9,93.7,41.04,0.579,0.1,1.51,1959.4
2020-07-29,1959.4,93.45,41.27,0.577,0.1,1.53,1955.2
2020-07-30,1955.2,93.02,39.92,0.545,0.1,1.52,1973.9
2020-07-31,1973.9,93.35,40.27,0.533,0.1,1.55,1974.7
2020-08-03,1974.7,93.54,41.01,0.554,0.1,1.58,2008.5
2020-08-04,2008.5,93.38,41.7,0.512,0.1,1.57,2037.1
2020-08-05,2037.1,92.87,42.19,0.549,0.1,1.61,2058.4
2020-08-06,2058.4,92.79,41.95,0.538,0.1,1.63,2018.0
2020-08-07,2018.0,93.43,41.22,0.566,0.1,1.61,2030.3
2020-08-10,2030.3,93.58,41.94,0.581,0.1,1.61,1938.9
2020-08-11,1938.9,93.63,41.61,0.643,0.1,1.63,1940.5
2020-08-12,1940.5,93.44,42.67,0.673,0.1,1.67,1961.9
2020-08-13,1961.9,93.33,42.24,0.717,0.1,1.67,1942.3
2020-08-14,1942.3,93.1,42.01,0.709,0.1,1.65,1989.9
2020-08-17,1989.9,92.85,42.89,0.692,0.1,1.66,2004.8
2020-08-18,2004.8,92.27,42.89,0.67,0.09,1.68,1963.5
2020-08-19,1963.5,92.89,42.93,0.685,0.09,1.67,1938.3
2020-08-20,1938.3,92.79,42.58,0.652,0.09,1.62,1938.3
2020-08-21,1938.3,93.25,42.34,0.636,0.09,1.64,1931.5
2020-08-24,1931.5,93.3,42.62,0.654,0.09,1.67,1915.6
2020-08-25,1915.6,93.02,43.35,0.688,0.09,1.7,1944.1
2020-08-26,1944.1,93.01,43.39,0.688,0.09,1.72,1925.0
2020-08-27,1925.0,93.0,43.04,0.754,0.08,1.73,1970.8
2020-08-28,1970.8,92.37,42.97,0.724,0.09,1.77,1974.5
2020-08-31,1974.5,92.14,42.61,0.706,0.09,1.8,1974.8
2020-09-01,1974.8,92.34,42.76,0.672,0.09,1.76,1940.8
2020-09-02,1940.8,92.85,41.51,0.648,0.09,1.73,1933.8
2020-09-03,1933.8,92.74,41.37,0.636,0.09,1.65,1930.6
2020-09-04,1930.6,92.72,39.77,0.721,0.09,1.7,1943.2
2020-09-08,1939.5,93.44,36.76,0.682,0.09,1.68,1950.4
2020-09-09,1950.4,93.25,38.05,0.698,0.09,1.71,1959.7
2020-09-10,1959.7,93.34,37.3,0.682,0.09,1.69,1943.3
2020-09-11,1943.3,93.33,37.33,0.669,0.09,1.65,1958.8
2020-09-14,1958.8,93.05,37.26,0.676,0.09,1.65,1961.9
2020-09-15,1961.9,93.05,38.28,0.68,0.09,1.67,1966.2
2020-09-16,1966.2,93.21,40.16,0.698,0.09,1.68,1945.4
2020-09-17,1945.4,92.97,40.97,0.689,0.09,1.66,1957.5
2020-09-18,1957.5,92.93,41.11,0.697,0.09,1.67,1906.2
2020-09-21,1906.2,93.66,39.31,0.669,0.09,1.62,1903.4
2020-09-22,1903.4,93.99,39.6,0.671,0.09,1.62,1864.5
2020-09-23,1864.5,94.39,39.93,0.677,0.09,1.6,1873.0
2020-09-24,1873.0,94.35,40.31,0.668,0.09,1.58,1862.2
2020-09-25,1862.2,94.64,40.25,0.656,0.09,1.58,1877.6
2020-09-28,1877.6,94.28,40.6,0.658,0.09,1.61,1903.2
2020-09-29,1903.2,93.89,39.29,0.651,0.09,1.64,1895.5
2020-09-30,1895.5,93.89,40.22,0.686,0.09,1.63,1916.3
2020-10-01,1916.3,93.71,38.72,0.679,0.09,1.63,1907.6
2020-10-02,1907.6,93.84,37.05,0.704,0.09,1.64,1920.1
2020-10-05,1920.1,93.51,39.22,0.778,0.09,1.68,1908.8
2020-10-06,1908.8,93.69,40.67,0.734,0.09,1.66,1890.8
2020-10-07,1890.8,93.63,39.95,0.784,0.09,1.71,1895.1
2020-10-08,1895.1,93.61,41.19,0.779,0.09,1.72,1926.2
2020-10-09,1926.2,93.06,40.6,0.779,0.09,1.73,1928.9
2020-10-13,1894.6,93.53,40.2,0.729,0.09,1.7,1907.3
2020-10-14,1907.3,93.38,41.04,0.727,0.09,1.69,1908.9
2020-10-15,1908.9,93.86,40.96,0.739,0.09,1.69,1906.4
2020-10-16,1906.4,93.68,40.88,0.749,0.09,1.71,1911.7
2020-10-19,1911.7,93.43,40.83,0.772,0.09,1.71,1915.4
2020-10-20,1915.4,93.07,41.46,0.786,0.09,1.72,1929.5
2020-10-21,1929.5,92.61,40.03,0.821,0.09,1.74,1904.6
2020-10-22,1904.6,92.95,40.64,0.861,0.09,1.76,1905.2
2020-10-23,1905.2,92.77,39.85,0.841,0.09,1.75,1905.7
2020-10-26,1905.7,93.04,38.56,0.803,0.09,1.72,1911.9
2020-10-27,1911.9,92.94,39.57,0.771,0.09,1.71,1879.2
2020-10-28,1879.2,93.4,37.39,0.774,0.09,1.7,1871.6
2020-10-29,1871.6,93.96,36.17,0.831,0.09,1.71,1883.5
2020-10-30,1883.5,94.04,35.79,0.874,0.09,1.7,1895.7
2020-11-02,1895.7,94.13,36.81,0.852,0.09,1.71,1914.0
2020-11-03,1914.0,93.55,37.66,0.896,0.09,1.72,1899.7
2020-11-04,1899.7,93.41,39.15,0.771,0.09,1.64,1950.2
2020-11-05,1950.2,92.53,38.79,0.766,0.09,1.66,1955.3
2020-11-06,1955.3,92.23,37.14,0.82,0.09,1.65,1860.1
2020-11-09,1860.1,92.72,40.29,0.924,0.09,1.73,1881.2
2020-11-10,1881.2,92.75,41.36,0.96,0.09,1.76,1866.2
2020-11-12,1877.8,92.96,41.12,0.883,0.09,1.71,1890.7
2020-11-13,1890.7,92.75,40.13,0.898,0.09,1.72,1891.5
2020-11-16,1891.5,92.64,41.34,0.911,0.09,1.72,1888.8
2020-11-17,1888.8,92.42,41.43,0.862,0.09,1.7,1877.1
2020-11-18,1877.1,92.32,41.82,0.87,0.09,1.7,1864.8
2020-11-19,1864.8,92.29,41.74,0.842,0.08,1.7,1875.7
2020-11-20,1875.7,92.39,42.15,0.824,0.08,1.69,1841.5
2020-11-23,1841.5,92.5,43.06,0.859,0.08,1.71,1808.1
2020-11-24,1808.1,92.23,44.91,0.885,0.08,1.74,1808.8
2020-11-25,1808.8,91.99,45.71,0.882,0.08,1.75,1788.1
2020-11-27,1788.1,91.79,45.53,0.842,0.08,1.75,1780.9
2020-11-30,1780.9,91.87,45.34,0.842,0.09,1.77,1818.9
2020-12-01,1818.9,91.31,44.55,0.929,0.09,1.81,1830.2
2020-12-02,1830.2,91.12,45.28,0.938,0.09,1.85,1841.1
2020-12-03,1841.1,90.71,45.64,0.911,0.09,1.86,1840.0
2020-12-04,1840.0,90.7,46.26,0.973,0.09,1.89,1866.0
2020-12-07,1866.0,90.79,45.76,0.928,0.09,1.88,1874.9
2020-12-08,1874.9,90.96,45.6,0.921,0.09,1.89,1838.5
2020-12-09,1838.5,91.09,45.52,0.938,0.09,1.91,1837.4
2020-12-10,1837.4,90.82,46.78,0.906,0.09,1.88,1843.6
2020-12-11,1843.6,90.98,46.57,0.896,0.09,1.87,1832.1
2020-12-14,1832.1,90.71,46.99,0.898,0.09,1.88,1855.3
2020-12-15,1855.3,90.47,47.62,0.911,0.09,1.91,1859.1
2020-12-16,1859.1,90.45,47.82,0.92,0.09,1.92,1890.4
2020-12-17,1890.4,89.82,48.36,0.935,0.09,1.94,1888.9
2020-12-18,1888.9,90.02,49.1,0.945,0.09,1.95,1882.8
2020-12-21,1882.8,90.04,47.74,0.938,0.09,1.95,1870.3
2020-12-22,1870.3,90.65,47.02,0.921,0.09,1.94,1878.1
2020-12-23,1878.1,90.41,48.12,0.945,0.09,1.97,1883.2
2020-12-24,1883.2,90.32,48.23,0.926,0.09,1.97,1883.0500000000002
2020-12-28,1880.4,90.34,47.62,0.923,0.09,1.97,1882.9
2020-12-29,1882.9,89.99,48.0,0.94,0.09,1.96,1895.6
2020-12-30,1895.6,89.68,48.4,0.926,0.09,1.96,1897.3
2020-12-31,1897.3,89.94,48.52,0.916,0.09,1.99,1927.0
2021-01-04,1949.0,89.87,47.62,0.918,0.09,2.01,1956.7
2021-01-05,1956.7,89.44,49.93,0.955,0.09,2.03,1910.4
2021-01-06,1910.4,89.53,50.63,1.039,0.09,2.06,1915.6
2021-01-07,1915.6,89.83,50.83,1.081,0.09,2.09,1837.3
2021-01-08,1837.3,90.1,52.24,1.119,0.09,2.06,1852.7
2021-01-11,1852.7,90.46,52.25,1.144,0.09,2.06,1846.1
2021-01-12,1846.1,90.09,53.21,1.129,0.09,2.08,1856.8
2021-01-13,1856.8,90.36,52.91,1.092,0.09,2.06,1853.3
2021-01-14,1853.3,90.24,53.57,1.129,0.09,2.09,1831.7
2021-01-15,1831.7,90.77,52.36,1.087,0.09,2.1,1840.2
2021-01-19,1842.0,90.5,52.98,1.092,0.09,2.1,1868.5
2021-01-20,1868.5,90.47,53.24,1.077,0.09,2.12,1867.5
2021-01-21,1867.5,90.13,53.13,1.109,0.08,2.1,1857.9
2021-01-22,1857.9,90.24,52.27,1.086,0.08,2.09,1856.9
2021-01-25,1856.9,90.39,52.77,1.033,0.08,2.08,1852.8
2021-01-26,1852.8,90.17,52.61,1.033,0.08,2.08,1846.8
2021-01-27,1846.8,90.65,52.85,1.013,0.08,2.08,1841.2
2021-01-28,1841.2,90.46,52.34,1.052,0.07,2.13,1850.3
